"DrawRank";"WinnerStatus";"EntryId";"PublicXUsername";"PublicTelegramUsername";"WalletMasked";"PublicStatus";"DrawInput";"RandomScore"
"86";"WINNER";"301";"@upleck";"@upleck";"0x507c...b707";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|301|@upleck|@upleck|0x507c...b707";"4a19c455a8ef36c9341db5b93f947e568ffbd0f590c26fff1c7fd93505f872e5"
"87";"WINNER";"277";"@velabellsa";"@goodtimehere";"0x19df...f1d2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|277|@velabellsa|@goodtimehere|0x19df...f1d2";"4aecd2555e093b7c8b0563f0ab2f08edb776c18b1335dda302be58b2b1c6b4b3"
"88";"WINNER";"70";"@xyz_wilson";"@wilson_xyzz";"0x261b...08ab";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|70|@xyz_wilson|@wilson_xyzz|0x261b...08ab";"4c1343ac9db086789687e5a305a11f818bd6f6acea7e6841c4e1d3cef87f7976"
"89";"WINNER";"124";"@samuelposs39287";"@posh258";"0x7a7d...94dc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|124|@samuelposs39287|@posh258|0x7a7d...94dc";"4cafba6d7955921176f4f3597c9755a93c14cdf70b85483ea37fb110e75409a2"
"90";"WINNER";"202";"@rektguyxbt";"@rektguyz";"0x6d7b...f229";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|202|@rektguyxbt|@rektguyz|0x6d7b...f229";"4cb3201dac6bb5e631da3e0b483d62a73a9776551f0475b3440ceda052108ac8"
"91";"WINNER";"31";"@muklisbudiarto";"@muklisbudi";"0xf21f...539d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|31|@muklisbudiarto|@muklisbudi|0xf21f...539d";"4f0f434c11c827c48115da4c877d6631fcb009de0f028546c70aafde1b62edd5"
"92";"WINNER";"212";"@jbellonna";"@louisabelona";"0xbe8b...5b55";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|212|@jbellonna|@louisabelona|0xbe8b...5b55";"511f7c5157cbb11b170124004c04eb5e5e2799cd96060d15e96919df4340c15b"
"93";"WINNER";"104";"@azzumabwhb";"@tzuyoung";"0xd2b0...f733";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|104|@azzumabwhb|@tzuyoung|0xd2b0...f733";"51e9b7236c896dca90707b76ee766269beba737fad626c7b200aa8085edc8fe5"
"94";"WINNER";"320";"@albgym21";"@mohammadgh19";"0x0329...f37b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|320|@albgym21|@mohammadgh19|0x0329...f37b";"528459ba5dcb6edd5e00eded9a544402272c1f1db13a93c85490c785dac11c2a"
"95";"WINNER";"253";"@suebwormhole";"@yubxet";"0xaa9c...7563";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|253|@suebwormhole|@yubxet|0xaa9c...7563";"52cde203e363257526bf60894b5e5f7188841fc2d3d25666218cc53b2755240f"
"96";"WINNER";"308";"@ghazal_1493";"@ghazalhgt";"0x3b1e...73f8";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|308|@ghazal_1493|@ghazalhgt|0x3b1e...73f8";"52ce4981c2c5f631f7ba140179ff95539fe20881570feb9181fdaf17be1637a5"
"97";"WINNER";"126";"@pulpyshallwe";"@joshiejoe";"0x559b...f1ac";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|126|@pulpyshallwe|@joshiejoe|0x559b...f1ac";"5306ed5b8a3580019384fa96d8666bb3baa7b3616ebda7b29aa3cc5968e33819"
"98";"WINNER";"51";"@redmi188364";"@rhendy30";"0x1aea...27ca";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|51|@redmi188364|@rhendy30|0x1aea...27ca";"53b967ee8ddff398c13bc9b54ea7177b68c4e1e5ba84f13a4daa7e875616c523"
"99";"WINNER";"50";"@syinknon";"@ardisudi";"0x4d8a...33b6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|50|@syinknon|@ardisudi|0x4d8a...33b6";"541e9e6c9bef6e550782274ace852716b45295b4d11d7a0954475fa9617bc53d"
"100";"WINNER";"186";"@qyeruzu";"@gelaspecahku";"0x78f3...c97e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|186|@qyeruzu|@gelaspecahku|0x78f3...c97e";"5446423d20cf726c7bad3d18ed7089131916b35d9d4ac5b99ab3c4fe98ffb4db"
"101";"WINNER";"73";"@dontgetfunky";"@unfunkk";"0x44d9...39ee";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|73|@dontgetfunky|@unfunkk|0x44d9...39ee";"547387bd0a761d0414b7ebe25ae555f4897512ed9dd0cfbd7954ca1292b31588"
"102";"WINNER";"166";"@kiesyaf18";"@keisysatu";"0x96e0...9c0e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|166|@kiesyaf18|@keisysatu|0x96e0...9c0e";"547a7051746a8b953c68dd9f531f90e3eb8a3433791172f5e2bad14b2645bf56"
"103";"WINNER";"142";"@carleyshim6";"@billieeilishoffice";"0xf030...fa68";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|142|@carleyshim6|@billieeilishoffice|0xf030...fa68";"55316e0757d37292a5057a0df34957e3898ae2197ffb4feb735f5ff975640673"
"104";"WINNER";"243";"@henamanika";"@henamanika";"0x67f2...ab05";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|243|@henamanika|@henamanika|0x67f2...ab05";"580bf631a6c03c38b38fbff105380c8732253a9888aeaf06c8bdb4d79ed61ac9"
"105";"WINNER";"261";"@ainamasayu";"@ainamasayu";"0x23a3...0d36";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|261|@ainamasayu|@ainamasayu|0x23a3...0d36";"580e03627a18ecbda6517d11b6f24f07b46cbbef7165f4bf768881ce9940d598"
"106";"WINNER";"289";"@yuliku15";"@babyboysku";"0x09a6...db08";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|289|@yuliku15|@babyboysku|0x09a6...db08";"5877818e0a615ebf313878742e8bd9229de9a0bb0274a7f17ece5884e9ef074d"
"107";"WINNER";"262";"@0xyanssfr";"@yanss007";"0xe747...0ae7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|262|@0xyanssfr|@yanss007|0xe747...0ae7";"590af7e259232f19e93ed35f35c412d2c7873d0db283c28fa1425485e2306b55"
"108";"WINNER";"340";"@solomonfanose";"@habtesillassie";"0x08cd...b193";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|340|@solomonfanose|@habtesillassie|0x08cd...b193";"59d658df9f1610793015a8b1b7189e00175bfe57af18b49541784243045cc7ed"
"109";"WINNER";"15";"@ceckde";"@recehslayer129";"0x1831...036d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|15|@ceckde|@recehslayer129|0x1831...036d";"59e363b213596bce1eb9ef27f3d93fd1ba966a97268cb72a881c88c5b59dcdde"
"110";"WINNER";"188";"@inkanaptr";"@nayarainkana";"0x3f04...568e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|188|@inkanaptr|@nayarainkana|0x3f04...568e";"5c625439365f3dc754cc2cf89b13a904bdc58ac87a06f3b566d672c120cdd62e"
"111";"WINNER";"197";"@zahrranisazz";"@nalikazhra";"0x5146...7e26";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|197|@zahrranisazz|@nalikazhra|0x5146...7e26";"5d4dc07fb050cee83009c2a870c226f001c4f7a2916cda223391caad3c751ce7"
"112";"WINNER";"69";"@bountyt2";"@olasquare27";"0xc568...633c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|69|@bountyt2|@olasquare27|0xc568...633c";"5decc4789ea17293b92a5f8e25fa3297f9735ca3dac33a36afe63e0030fb8b33"
"113";"WINNER";"159";"@mumsitohhzr";"@mumsitoh";"0x03bd...575c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|159|@mumsitohhzr|@mumsitoh|0x03bd...575c";"5f1eb41af5a64bddd021b35a059dccd0389beb8b09e719737c2f84671a823043"
"114";"WINNER";"296";"@justing1545157";"@shaghighat90";"0x4d91...98bf";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|296|@justing1545157|@shaghighat90|0x4d91...98bf";"606db1e374a5de074458c20647f8403b2701b8af7a162191f44ccb109f8862f1"
"115";"WINNER";"311";"@reem32672529";"@ahusf02";"0x4b5f...4b73";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|311|@reem32672529|@ahusf02|0x4b5f...4b73";"61d857bda05d2b82e8521e3285c8c5d420f58250c38f8b319212788b0b7eed6e"
"116";"WINNER";"305";"@mpilerood77";"@moo1610";"0x0252...c768";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|305|@mpilerood77|@moo1610|0x0252...c768";"626dc1e2352d3f575e2a06a04f42c166fb967ba36a5989607cd032c7c3be677b"
"117";"WINNER";"11";"@pom_pikon";"@dagbanaco";"0x3396...5618";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|11|@pom_pikon|@dagbanaco|0x3396...5618";"62ab11d1c814c4083b02f23877b68dca2ffc24a614634ca21ff3ec52a3e43bff"
"118";"WINNER";"200";"@ournnemel95";"@melvourne0";"0xfcc5...4336";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|200|@ournnemel95|@melvourne0|0xfcc5...4336";"637e42e8e92b46b6a647eb243557c8acba563bc1f25e97eb7b86bc4a68957e7a"
"119";"WINNER";"181";"@tressnaku";"@opoananetresnaku";"0xf183...64e5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|181|@tressnaku|@opoananetresnaku|0xf183...64e5";"63eaebeadacf7934b9fcdd1a695c6792058a9dca78d122748b22b1816b50d640"
"120";"WINNER";"74";"@flourish_glory";"@purplediamondman";"0xdf1f...7d51";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|74|@flourish_glory|@purplediamondman|0xdf1f...7d51";"65424b70539ee300af6499576637e014c31d13fe62b3e3c3d658d69dfb4d0dd6"
"121";"WINNER";"29";"@anggarad77";"@ojan11";"0xcaab...d6df";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|29|@anggarad77|@ojan11|0xcaab...d6df";"67749b3cf44dea6898a08351092e7ea2d0dfe37676ffddbf5fc380c396f9c08f"
"122";"WINNER";"77";"@0xveiled";"@zw624434";"0x6ed9...017a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|77|@0xveiled|@zw624434|0x6ed9...017a";"6896115eea116f1d3a68139ea5ff1927d534afe29d5b916ad8476e7d65ce4a01"
"123";"WINNER";"167";"@joclaiya15";"@jocelayara";"0x10df...3063";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|167|@joclaiya15|@jocelayara|0x10df...3063";"690b99a6c3e577dab977d8cb8f1b1513f2391d9a59916d9b116d69ca7104df32"
"124";"WINNER";"239";"@alvarzai";"@angelizahe";"0x40e2...0b65";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|239|@alvarzai|@angelizahe|0x40e2...0b65";"6aa81f480cb33317c9b68e57b9c98d28c5b4fd76f07da6fd431eff5368b9d278"
"125";"WINNER";"201";"@pputtihhh";"@melonputih8";"0xbe8b...5b56";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|201|@pputtihhh|@melonputih8|0xbe8b...5b56";"6b2a0c0c3c99c5a82373c013906eef051d1ecd83434c945207ce88855544f579"
"126";"WINNER";"27";"@ryseaverey";"@ryseaverey";"0x9280...4475";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|27|@ryseaverey|@ryseaverey|0x9280...4475";"6b66c54a5fedcdbf7ab332b7c73d99f9f57a12c7ec42b87df10c3c753c77c132"
"127";"WINNER";"263";"@dzikrarafii";"@rafiidzikra";"0x1103...d15d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|263|@dzikrarafii|@rafiidzikra|0x1103...d15d";"6b6c79ebe5de0671f8819960c405df7c557435020d7acc811902b93441a54716"
"128";"WINNER";"220";"@kicikkwoyoev";"@woyoungkicik";"0x3c5b...34ff";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|220|@kicikkwoyoev|@woyoungkicik|0x3c5b...34ff";"6c13dc21a4390e764a554527cd24a363b68b2850d24007e0860d8bcc9fa409f3"
"129";"WINNER";"241";"@adindacou";"@zyesavira";"0x3951...058c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|241|@adindacou|@zyesavira|0x3951...058c";"6c53e8564780b78d4cb626f0bbe6f5973f04b38db4f635d902b767e5d91f3573"
"130";"WINNER";"21";"@ozcadone_gear";"@ozcadone_gear";"0x6312...889f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|21|@ozcadone_gear|@ozcadone_gear|0x6312...889f";"6cb71706a736a7fe9b52c20944524f381ae40587515e55beed5572a6be54075a"
"131";"WINNER";"182";"@muehehenyi";"@nyinyoh";"0x4dd0...75c0";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|182|@muehehenyi|@nyinyoh|0x4dd0...75c0";"6cc59991b0b3e19d0db58bcbe5c33a617387909def307ceab97123c303c1e570"
"132";"WINNER";"231";"@sariahviooq";"@violasariah";"0x18ff...ca40";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|231|@sariahviooq|@violasariah|0x18ff...ca40";"6cf953332a98da58d336d415b4992c359d4068262df17f8ca644774dd82f2fac"
"133";"WINNER";"132";"@essaonxy";"@essaonx";"0x07bb...a0f1";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|132|@essaonxy|@essaonx|0x07bb...a0f1";"6d15000076a733bfde9580c9ce10123b92e1319ee951b0aa5d569af616a50402"
"134";"WINNER";"137";"@icejjuice";"@vinividivici20";"0x649c...5da6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|137|@icejjuice|@vinividivici20|0x649c...5da6";"6d9ec85845ab2d5c2945758edd19998ace0fae998b371ee49f26857547468680"
"135";"WINNER";"285";"@reansykes";"@reansykes";"0x52b7...0b2e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|285|@reansykes|@reansykes|0x52b7...0b2e";"6dfe6a2bc99561f23e28593fa63efb9242f8ba8de58408c17749764e63ffa77c"
"136";"WINNER";"265";"@jennykias";"@miranoera";"0x85ee...9471";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|265|@jennykias|@miranoera|0x85ee...9471";"6f692945e30f81aa1ace94eb19a733e8219ec3388c214a7d7c81b7ea68c13f71"
"137";"WINNER";"120";"@kaisar_swareg";"@swaregst17";"0x245c...37e2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|120|@kaisar_swareg|@swaregst17|0x245c...37e2";"6ff815ee12d1c50696ead9c268182fb1706bbee7e61ebb98d8b366faf65f3ea6"
"138";"WINNER";"298";"@zihan_kalism";"@zihankalisma";"0xaf71...51df";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|298|@zihan_kalism|@zihankalisma|0xaf71...51df";"70bf55d16190b9621c2cee7874580b2e7b5aeef44ec50b66b4e72290b3e34ad1"
"139";"WINNER";"9";"@asoygeboyy66";"@jerengg";"0xfb9f...e5ae";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|9|@asoygeboyy66|@jerengg|0xfb9f...e5ae";"70eb92c3734c0906d3e876fc235fa3fc77a37105839f8b19aaafae52fc8a7691"
"140";"WINNER";"258";"@lwhudgins";"@lwhudgins";"0x46b8...7ec8";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|258|@lwhudgins|@lwhudgins|0x46b8...7ec8";"7179cd7bf3a38d1ece31674ca733cfd518ef4eaf63c7449d1eb82e6ee9382781"
"141";"WINNER";"174";"@rasanjayya";"@putrisan6";"0x2fd1...b464";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|174|@rasanjayya|@putrisan6|0x2fd1...b464";"720c6d162062211e93a64ac28c41293e8779fdc07dd4babb62654a6228ca8e3d"
"142";"WINNER";"25";"@andrenalin_adr";"@andrenalingt";"0x2f82...8324";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|25|@andrenalin_adr|@andrenalingt|0x2f82...8324";"75a59ebaa5144c3c075e997f7a14eba9348aff04de346575147715323baf7370"
"143";"WINNER";"236";"@cassidy_yes4";"@baim_4";"0x14f6...71f8";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|236|@cassidy_yes4|@baim_4|0x14f6...71f8";"766f01177abd5890c0558ca515facd7cb955392bdac9397469202eaf77e4cad0"
"144";"WINNER";"130";"@jerry_joseph01";"@khunmex16";"0x44e0...f4fd";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|130|@jerry_joseph01|@khunmex16|0x44e0...f4fd";"775582a35f8dad988fee370d28fe2ef3bb40e59cff1a05da81e3f4ad7e8ae7fa"
"145";"WINNER";"125";"@roxanne15saad";"@skylark_xyz";"0x8081...af48";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|125|@roxanne15saad|@skylark_xyz|0x8081...af48";"77b3e77d8c4b36c4a58d79efec98b0a44520ba9565eb154d2e99db5327049523"
"146";"WINNER";"317";"@kokonaw17";"@helloman070";"0xbf53...9efa";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|317|@kokonaw17|@helloman070|0xbf53...9efa";"785f943ed56e764956668ace2fdfb6c74b401a3518381c6afdab208560996fd4"
"147";"WINNER";"238";"@budakjalanan123";"@aingadji";"0xf2a0...1e97";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|238|@budakjalanan123|@aingadji|0xf2a0...1e97";"787e634378eb8cbd7ad953117e46132fd488f0d700cdd17ecc59de4f4a5da32e"
"148";"WINNER";"102";"@lanretimmy";"@lanretimmy";"0x3bd5...ca41";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|102|@lanretimmy|@lanretimmy|0x3bd5...ca41";"78adb36da8239afc6e0ec2c38c354f0f7dc7f095e4da792d1f90a6a287d24a96"
"149";"WINNER";"336";"@rajakhan1714777";"@rasal312";"0xc81d...6c38";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|336|@rajakhan1714777|@rasal312|0xc81d...6c38";"790b3fceb4c8d0edb5143971cde8ff3616d01b23b7d6d541bc40a949777ec26f"
"150";"WINNER";"244";"@owngarry";"@tianaseva";"0x8483...38a2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|244|@owngarry|@tianaseva|0x8483...38a2";"797903a42cbae1bdd5ad6d53025b9f68de1ae43c317c78f3415088162ef51c62"
"151";"WINNER";"249";"@nawatnawat34395";"@evvelyn_lln";"0x8d32...2fc6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|249|@nawatnawat34395|@evvelyn_lln|0x8d32...2fc6";"7a6ce7eba642873ef53eb178438c79b806091eaf8b008770a4894efd4aa9b3ba"
"152";"WINNER";"47";"@sanek272017";"@sanchelo79";"0x7d7f...6421";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|47|@sanek272017|@sanchelo79|0x7d7f...6421";"7aa27180efd3c23bbc5848b97319d232a729dc9ae52b996f3e8ce9c225feca5c"
"153";"WINNER";"146";"@ogewustone3";"@alaskamaya";"0x9292...a7ea";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|146|@ogewustone3|@alaskamaya|0x9292...a7ea";"7ac3257a4e45122e44abb456fe1e8fcdda220d89bae83452ccc68f7047011c14"
"154";"WINNER";"76";"@abaobi223065";"@abaobi";"0x4327...f1b1";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|76|@abaobi223065|@abaobi|0x4327...f1b1";"7ace01e81baeb1aae9d4cf7884483b62c97e24f1513a4ca62f8c1f2e5d040b01"
"155";"WINNER";"294";"@alma_fbrynt";"@acchunt";"0x04c1...2cd3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|294|@alma_fbrynt|@acchunt|0x04c1...2cd3";"7b0c191bd715656f33c9969e6d6c1b3fd8e7aa17b90e0953008db6bb5fbc3f93"
"156";"WINNER";"322";"@iday_160397";"@iday_1603";"0x95ea...eaf4";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|322|@iday_160397|@iday_1603|0x95ea...eaf4";"7d0f2a80b3147a91cd8e58b78518f6716efbe331fe7dcd1e23f733043933a986"
"157";"WINNER";"117";"@burger_czz";"@eth_burger";"0x34a8...8eb4";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|117|@burger_czz|@eth_burger|0x34a8...8eb4";"7d9f152b42446a6a8eef2731cfe3ff2afd5a48371106bda13f8b008205b5ef14"
"158";"WINNER";"153";"@cyberdropeth";"@gilang034";"0x9498...b9c9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|153|@cyberdropeth|@gilang034|0x9498...b9c9";"7f487776f021ba66687ae51ee6e51350dcd068b9fe5a0ce319c318428023321b"
"159";"WINNER";"207";"@bddkerttii";"@mahesabd";"0xcac0...c830";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|207|@bddkerttii|@mahesabd|0xcac0...c830";"7f4b94803e1f559168237392591fd834da16b14a1b36311a2313c219e0478519"
"160";"WINNER";"79";"@dasmisu2001";"@misu677";"0x4dd8...dd9a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|79|@dasmisu2001|@misu677|0x4dd8...dd9a";"7fb6a2617290fdba91a3afb2740e3e0db45b20f343c9be2fe266f4240a6404f1"
"161";"WINNER";"158";"@manggastrow";"@stroberimanggai";"0xf31b...ef89";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|158|@manggastrow|@stroberimanggai|0xf31b...ef89";"80a644d80d8e45c2bf04dcd26d8177946b49eb790c5f2233483680b3a0710024"
"162";"WINNER";"17";"@mr_pawlowski";"@mr_pawlowski007";"0x40b2...c4a9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|17|@mr_pawlowski|@mr_pawlowski007|0x40b2...c4a9";"80f79a4b267d2d2472f2218d6e0058896c931e974ba3f205fe4b22e8a2e55dcb"
"163";"WINNER";"12";"@ibrahimisa36746";"@kinqpromo";"0x7c4c...2e27";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|12|@ibrahimisa36746|@kinqpromo|0x7c4c...2e27";"8108e433dd7695fb74086d7cbf3965557d055bd082622b2ff7c2c93b9fd00d76"
"164";"WINNER";"193";"@defass1402";"@defaz1402";"0x6ab8...c0d5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|193|@defass1402|@defaz1402|0x6ab8...c0d5";"815ae5c0734d107f13926ce674281eafa763c5386f7f9035addb142eca143e1a"
"165";"WINNER";"205";"@iaalicyya";"@maurinealicya";"0xa6b5...1901";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|205|@iaalicyya|@maurinealicya|0xa6b5...1901";"824718df3c3b32a81d44686b528ade7df85dd62a90f7e25e5caccdf472111e75"
"166";"WINNER";"293";"@maryamm26004";"@pastlifeone";"0xbe43...2585";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|293|@maryamm26004|@pastlifeone|0xbe43...2585";"82ce061e4c95bd68c7036aab1d2ba02127ae7951101ed61d11960d81c6d19caa"
"167";"WINNER";"67";"@professor_slax";"@danniufot";"0x054c...0685";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|67|@professor_slax|@danniufot|0x054c...0685";"8330eb74a0b9af5a99e36dadbeafb9b081090973662eb85695e1eb2b4f595c8d"
"168";"WINNER";"61";"@dattips_boy";"@dattips_boy";"0x2b58...df41";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|61|@dattips_boy|@dattips_boy|0x2b58...df41";"8368621506b759fdb7dcef5bb88f96ca19f10e1f224449b01eb097f858b60c00"
"169";"WINNER";"157";"@zilvazilvanii";"@zilvazilvani";"0x0952...acbf";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|157|@zilvazilvanii|@zilvazilvani|0x0952...acbf";"839ab3ad188c6761f9b84e308f547983af17bdb32628f7cf38bb3b88e3c4897a"
"170";"WINNER";"96";"@hamsetya";"@ilhamsett";"0x8927...4816";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|96|@hamsetya|@ilhamsett|0x8927...4816";"84eceefe802e6904925b9e016c01b01feac89c7ecc6701f12f11cca3d64c4083"
"171";"WINNER";"260";"@xuwulynn96039";"@aegisdgh";"0x0999...052b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|260|@xuwulynn96039|@aegisdgh|0x0999...052b";"87749cd69556e1a2d0dc6b470d29e4f9f78e66e8de135df523aef0c1d8aa2f68"
